InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,return_flag,order_value,Month,Weekday,Hour,risk_score
C545508,22911,PAPER CHAIN KIT LONDON,-1,2011-03-03 11:53:00,2.95,17017.0,United Kingdom,1,-2.95,3,Thursday,11,0.9999999890980596
C545508,22900, SET 2 TEA TOWELS I LOVE LONDON ,-1,2011-03-03 11:53:00,2.95,17017.0,United Kingdom,1,-2.95,3,Thursday,11,0.9999999890980596
C545509,22197,SMALL POPCORN HOLDER,-5,2011-03-03 11:54:00,0.85,17017.0,United Kingdom,1,-4.25,3,Thursday,11,1.0
C545510,21539,RED RETROSPOT BUTTER DISH,-1,2011-03-03 11:56:00,4.95,15281.0,United Kingdom,1,-4.95,3,Thursday,11,0.9999999999998677
C545510,21533,RETROSPOT LARGE MILK JUG,-1,2011-03-03 11:56:00,4.95,15281.0,United Kingdom,1,-4.95,3,Thursday,11,0.9999999999998677
C545510,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-2,2011-03-03 11:56:00,7.95,15281.0,United Kingdom,1,-15.9,3,Thursday,11,1.0
C545511,21987,PACK OF 6 SKULL PAPER CUPS,-1,2011-03-03 11:57:00,0.65,18198.0,United Kingdom,1,-0.65,3,Thursday,11,0.9951161236855082
C545513,22777,GLASS CLOCHE LARGE,-1,2011-03-03 12:02:00,7.65,15932.0,United Kingdom,1,-7.65,3,Thursday,12,1.0
C545516,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2011-03-03 12:11:00,1.25,14276.0,United Kingdom,1,-1.25,3,Thursday,12,0.999806572173356
C545516,71459,HANGING JAM JAR T-LIGHT HOLDER,-1,2011-03-03 12:11:00,0.85,14276.0,United Kingdom,1,-0.85,3,Thursday,12,0.998142224858631
C545516,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,-1,2011-03-03 12:11:00,2.95,14276.0,United Kingdom,1,-2.95,3,Thursday,12,0.9999999871763249
C545516,22960,JAM MAKING SET WITH JARS,-1,2011-03-03 12:11:00,4.25,14276.0,United Kingdom,1,-4.25,3,Thursday,12,0.9999999999918225
C545516,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,-1,2011-03-03 12:11:00,2.95,14276.0,United Kingdom,1,-2.95,3,Thursday,12,0.9999999871763249
C545516,22840,ROUND CAKE TIN VINTAGE RED,-2,2011-03-03 12:11:00,7.95,14276.0,United Kingdom,1,-15.9,3,Thursday,12,1.0
C545516,22838,3 TIER CAKE TIN RED AND CREAM,-3,2011-03-03 12:11:00,14.95,14276.0,United Kingdom,1,-44.85,3,Thursday,12,1.0
C545516,20728,LUNCH BAG CARS BLUE,-2,2011-03-03 12:11:00,1.65,14276.0,United Kingdom,1,-3.3,3,Thursday,12,0.9999999995849005
C545520,22318,FIVE HEART HANGING DECORATION,-1,2011-03-03 12:30:00,2.95,14744.0,United Kingdom,1,-2.95,3,Thursday,12,0.9999999871763249
C545525,22969,HOMEMADE JAM SCENTED CANDLES,-86,2011-03-03 13:11:00,1.25,12415.0,Australia,1,-107.5,3,Thursday,13,1.0
C545525,22697,GREEN REGENCY TEACUP AND SAUCER,-24,2011-03-03 13:11:00,2.55,12415.0,Australia,1,-61.2,3,Thursday,13,1.0
C545529,22464,HANGING METAL HEART LANTERN,-1,2011-03-03 13:26:00,1.65,16191.0,United Kingdom,1,-1.65,3,Thursday,13,0.9999763460518595
C545531,22180,RETROSPOT LAMP,-1,2011-03-03 13:45:00,9.95,17675.0,United Kingdom,1,-9.95,3,Thursday,13,1.0
C545532,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,-1,2011-03-03 13:57:00,85.0,15257.0,United Kingdom,1,-85.0,3,Thursday,13,1.0
C545537,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-03-03 14:14:00,4.95,16212.0,United Kingdom,1,-4.95,3,Thursday,14,0.9999999999997846
C545537,21908,CHOCOLATE THIS WAY METAL SIGN,-2,2011-03-03 14:14:00,2.1,16212.0,United Kingdom,1,-4.2,3,Thursday,14,0.9999999999919171
C545556,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2011-03-03 15:21:00,7.95,15005.0,United Kingdom,1,-7.95,3,Thursday,15,1.0
C545556,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,2011-03-03 15:21:00,2.95,15005.0,United Kingdom,1,-2.95,3,Thursday,15,0.9999999791292236
C545569,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-03-03 16:25:00,4.95,14239.0,United Kingdom,1,-9.9,3,Thursday,16,1.0
C545569,22423,REGENCY CAKESTAND 3 TIER,-3,2011-03-03 16:26:00,12.75,14239.0,United Kingdom,1,-38.25,3,Thursday,16,1.0
C545569,22840,ROUND CAKE TIN VINTAGE RED,-1,2011-03-03 16:26:00,7.95,14239.0,United Kingdom,1,-7.95,3,Thursday,16,1.0
C545639,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-04 12:28:00,10.95,13113.0,United Kingdom,1,-10.95,3,Friday,12,1.0
C545650,40001,WHITE BAMBOO RIBS LAMPSHADE,-1,2011-03-04 13:14:00,0.64,15311.0,United Kingdom,1,-0.64,3,Friday,13,0.992865253366934
C545650,22778,GLASS CLOCHE SMALL,-6,2011-03-04 13:14:00,3.39,15311.0,United Kingdom,1,-20.34,3,Friday,13,1.0
C545671,22423,REGENCY CAKESTAND 3 TIER,-7,2011-03-06 10:08:00,10.95,15465.0,United Kingdom,1,-76.64999999999999,3,Sunday,10,1.0
C545672,22784,LANTERN CREAM GAZEBO ,-1,2011-03-06 10:13:00,4.95,15304.0,United Kingdom,1,-4.95,3,Sunday,10,0.9999999999998876
C545673,22808,SET OF 6 T-LIGHTS EASTER CHICKS,-18,2011-03-06 10:14:00,2.95,14745.0,United Kingdom,1,-53.1,3,Sunday,10,1.0
C545674,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2011-03-06 10:25:00,2.95,18223.0,United Kingdom,1,-2.95,3,Sunday,10,0.9999999907318063
C545674,22892,SET OF SALT AND PEPPER TOADSTOOLS,-1,2011-03-06 10:25:00,1.25,18223.0,United Kingdom,1,-1.25,3,Sunday,10,0.9998601943128551
C545674,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,2011-03-06 10:25:00,1.95,18223.0,United Kingdom,1,-1.95,3,Sunday,10,0.9999973393464122
C545677,M,Manual,-2,2011-03-06 10:48:00,10.65,14543.0,United Kingdom,1,-21.3,3,Sunday,10,1.0
C545677,M,Manual,-1,2011-03-06 10:48:00,12.75,14543.0,United Kingdom,1,-12.75,3,Sunday,10,1.0
C545677,21258,VICTORIAN SEWING BOX LARGE,-4,2011-03-06 10:48:00,12.75,14543.0,United Kingdom,1,-51.0,3,Sunday,10,1.0
C545677,22207,FRYING PAN UNION FLAG,-1,2011-03-06 10:48:00,4.25,14543.0,United Kingdom,1,-4.25,3,Sunday,10,0.9999999999940898
C545677,22625,RED KITCHEN SCALES,-2,2011-03-06 10:48:00,7.65,14543.0,United Kingdom,1,-15.3,3,Sunday,10,1.0
C545677,22627,MINT KITCHEN SCALES,-1,2011-03-06 10:48:00,7.65,14543.0,United Kingdom,1,-7.65,3,Sunday,10,1.0
C545677,22624,IVORY KITCHEN SCALES,-4,2011-03-06 10:48:00,7.65,14543.0,United Kingdom,1,-30.6,3,Sunday,10,1.0
C545677,21528,DAIRY MAID TRADITIONAL TEAPOT ,-2,2011-03-06 10:48:00,5.95,14543.0,United Kingdom,1,-11.9,3,Sunday,10,1.0
C545677,21534,DAIRY MAID LARGE MILK JUG,-1,2011-03-06 10:48:00,4.95,14543.0,United Kingdom,1,-4.95,3,Sunday,10,0.9999999999998876
C545677,21781,MA CAMPAGNE CUTLERY BOX,-7,2011-03-06 10:48:00,12.75,14543.0,United Kingdom,1,-89.25,3,Sunday,10,1.0
C545677,21843,RED RETROSPOT CAKE STAND,-1,2011-03-06 10:48:00,9.95,14543.0,United Kingdom,1,-9.95,3,Sunday,10,1.0
C545678,22098,BOUDOIR SQUARE TISSUE BOX,-1,2011-03-06 10:49:00,1.25,16678.0,United Kingdom,1,-1.25,3,Sunday,10,0.9998601943128551
C545678,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2011-03-06 10:49:00,1.25,16678.0,United Kingdom,1,-1.25,3,Sunday,10,0.9998601943128551
C545679,22494,EMERGENCY FIRST AID TIN ,-1,2011-03-06 11:07:00,1.25,16923.0,United Kingdom,1,-1.25,3,Sunday,11,0.9998355541801371
C545689,84849D,HOT BATHS SOAP HOLDER,-1,2011-03-06 12:43:00,1.69,16033.0,United Kingdom,1,-1.69,3,Sunday,12,0.99998396464899
C545689,21658,GLASS  BEURRE DISH,-1,2011-03-06 12:43:00,3.95,16033.0,United Kingdom,1,-3.95,3,Sunday,12,0.9999999999553297
C545720,15056N,EDWARDIAN PARASOL NATURAL,-1,2011-03-07 10:33:00,5.95,15039.0,United Kingdom,1,-5.95,3,Monday,10,0.9999999999999996
C545720,22797,CHEST OF DRAWERS GINGHAM HEART ,-1,2011-03-07 10:33:00,16.95,15039.0,United Kingdom,1,-16.95,3,Monday,10,1.0
C545723,22357,KINGS CHOICE BISCUIT TIN,-2,2011-03-07 11:16:00,4.25,17048.0,United Kingdom,1,-8.5,3,Monday,11,1.0
C545723,23182,TOILET SIGN OCCUPIED OR VACANT,-1,2011-03-07 11:16:00,0.83,17048.0,United Kingdom,1,-0.83,3,Monday,11,0.9982311824592168
C545723,22960,JAM MAKING SET WITH JARS,-1,2011-03-07 11:16:00,4.25,17048.0,United Kingdom,1,-4.25,3,Monday,11,0.999999999993048
C545724,22697,GREEN REGENCY TEACUP AND SAUCER,-2,2011-03-07 11:18:00,2.95,14051.0,United Kingdom,1,-5.9,3,Monday,11,0.9999999999999984
C545724,22423,REGENCY CAKESTAND 3 TIER,-8,2011-03-07 11:18:00,12.75,14051.0,United Kingdom,1,-102.0,3,Monday,11,1.0
C545728,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,2011-03-07 11:41:00,8.5,12484.0,Spain,1,-8.5,3,Monday,11,1.0
C545728,22423,REGENCY CAKESTAND 3 TIER,-2,2011-03-07 11:41:00,12.75,12484.0,Spain,1,-25.5,3,Monday,11,1.0
C545728,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,2011-03-07 11:41:00,1.25,12484.0,Spain,1,-2.5,3,Monday,11,0.9999999938201611
C545739,M,Manual,-1,2011-03-07 11:46:00,45.57,12754.0,Japan,1,-45.57,3,Monday,11,1.0
C545740,POST,POSTAGE,-1,2011-03-07 11:47:00,8.65,18257.0,United Kingdom,1,-8.65,3,Monday,11,1.0
C545769,21899,"KEY FOB , GARAGE DESIGN",-18,2011-03-07 12:05:00,0.65,14903.0,United Kingdom,1,-11.7,3,Monday,12,1.0
C545773,22429,ENAMEL MEASURING JUG CREAM,-1,2011-03-07 12:06:00,4.25,17139.0,United Kingdom,1,-4.25,3,Monday,12,0.9999999999918225
C545773,21843,RED RETROSPOT CAKE STAND,-1,2011-03-07 12:06:00,10.95,17139.0,United Kingdom,1,-10.95,3,Monday,12,1.0
C545823,21314,SMALL GLASS HEART TRINKET POT,-3,2011-03-07 12:54:00,2.1,13884.0,United Kingdom,1,-6.300000000000001,3,Monday,12,1.0
C545824,22654,DELUXE SEWING KIT ,-3,2011-03-07 13:00:00,5.95,15241.0,United Kingdom,1,-17.85,3,Monday,13,1.0
C545825,22064,PINK DOUGHNUT TRINKET POT ,-2,2011-03-07 13:01:00,1.65,12839.0,United Kingdom,1,-3.3,3,Monday,13,0.999999999511729
C545828,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-03-07 13:05:00,2.95,15189.0,United Kingdom,1,-2.95,3,Monday,13,0.9999999849158374
C545828,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2011-03-07 13:05:00,1.25,15189.0,United Kingdom,1,-1.25,3,Monday,13,0.9997724835266957
C545828,22423,REGENCY CAKESTAND 3 TIER,-6,2011-03-07 13:05:00,10.95,15189.0,United Kingdom,1,-65.69999999999999,3,Monday,13,1.0
C545829,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-12,2011-03-07 13:08:00,1.25,15290.0,United Kingdom,1,-15.0,3,Monday,13,1.0
C545829,84378,SET OF 3 HEART COOKIE CUTTERS,-24,2011-03-07 13:08:00,1.25,15290.0,United Kingdom,1,-30.0,3,Monday,13,1.0
C545831,22156,HEART DECORATION WITH PEARLS ,-5,2011-03-07 13:10:00,0.85,15194.0,United Kingdom,1,-4.25,3,Monday,13,1.0
C545831,22666,RECIPE BOX PANTRY YELLOW DESIGN,-2,2011-03-07 13:10:00,2.95,15194.0,United Kingdom,1,-5.9,3,Monday,13,0.9999999999999978
C545833,22507,MEMO BOARD RETROSPOT  DESIGN,-1,2011-03-07 13:14:00,4.25,16013.0,United Kingdom,1,-4.25,3,Monday,13,0.999999999990381
C545833,22178,VICTORIAN GLASS HANGING T-LIGHT,-3,2011-03-07 13:14:00,1.06,16013.0,United Kingdom,1,-3.18,3,Monday,13,0.9999999999743838
C545833,22158,3 HEARTS HANGING DECORATION RUSTIC,-5,2011-03-07 13:14:00,2.55,16013.0,United Kingdom,1,-12.75,3,Monday,13,1.0
C545833,85053,FRENCH ENAMEL CANDLEHOLDER,-3,2011-03-07 13:14:00,1.69,16013.0,United Kingdom,1,-5.07,3,Monday,13,0.999999999999994
C545834,21844,RED RETROSPOT MUG,-1,2011-03-07 13:16:00,2.95,13458.0,United Kingdom,1,-2.95,3,Monday,13,0.9999999849158374
C545836,21067,VINTAGE RED TEATIME MUG,-1,2011-03-07 13:19:00,1.25,14606.0,United Kingdom,1,-1.25,3,Monday,13,0.9997724835266957
C545836,21630,FLOOR CUSHION ELEPHANT CARNIVAL,-1,2011-03-07 13:19:00,8.95,14606.0,United Kingdom,1,-8.95,3,Monday,13,1.0
C545836,21789,KIDS RAIN MAC PINK,-1,2011-03-07 13:19:00,0.85,14606.0,United Kingdom,1,-0.85,3,Monday,13,0.9978154617607325
C545837,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,-24,2011-03-07 13:32:00,0.85,12598.0,France,1,-20.4,3,Monday,13,1.0
C545839,22192,BLUE DINER WALL CLOCK,-1,2011-03-07 13:33:00,8.5,15110.0,United Kingdom,1,-8.5,3,Monday,13,1.0
C545840,22423,REGENCY CAKESTAND 3 TIER,-5,2011-03-07 13:35:00,10.95,13089.0,United Kingdom,1,-54.75,3,Monday,13,1.0
C545841,22729,ALARM CLOCK BAKELIKE ORANGE,-2,2011-03-07 13:36:00,3.75,17675.0,United Kingdom,1,-7.5,3,Monday,13,1.0
C545841,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-03-07 13:36:00,3.75,17675.0,United Kingdom,1,-3.75,3,Monday,13,0.9999999998370233
C545841,22727,ALARM CLOCK BAKELIKE RED ,-3,2011-03-07 13:36:00,3.75,17675.0,United Kingdom,1,-11.25,3,Monday,13,1.0
C545843,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-03-07 13:37:00,4.95,12921.0,United Kingdom,1,-4.95,3,Monday,13,0.999999999999817
C545843,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-07 13:37:00,12.75,12921.0,United Kingdom,1,-12.75,3,Monday,13,1.0
C545844,22926,IVORY GIANT GARDEN THERMOMETER,-1,2011-03-07 13:38:00,5.95,16838.0,United Kingdom,1,-5.95,3,Monday,13,0.9999999999999993
C545846,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2011-03-07 13:39:00,12.75,13081.0,United Kingdom,1,-12.75,3,Monday,13,1.0
C545847,23005,TRAVEL CARD WALLET I LOVE LONDON,-1,2011-03-07 13:40:00,0.42,15903.0,United Kingdom,1,-0.42,3,Monday,13,0.9756476973937782
C545848,22776,SWEETHEART CAKESTAND 3 TIER,-3,2011-03-07 13:41:00,8.5,17672.0,United Kingdom,1,-25.5,3,Monday,13,1.0
C545849,72741,GRAND CHOCOLATECANDLE,-3,2011-03-07 13:42:00,1.45,16598.0,United Kingdom,1,-4.35,3,Monday,13,0.9999999999998561
C545850,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2011-03-07 13:45:00,7.95,15811.0,United Kingdom,1,-7.95,3,Monday,13,1.0
C545850,21528,DAIRY MAID TRADITIONAL TEAPOT ,-3,2011-03-07 13:45:00,6.95,15811.0,United Kingdom,1,-20.85,3,Monday,13,1.0
C545852,22804,CANDLEHOLDER PINK HANGING HEART,-1,2011-03-07 13:49:00,2.95,14048.0,United Kingdom,1,-2.95,3,Monday,13,0.9999999849158374
C545852,22464,HANGING METAL HEART LANTERN,-5,2011-03-07 13:49:00,1.65,14048.0,United Kingdom,1,-8.25,3,Monday,13,1.0
C545852,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-8,2011-03-07 13:49:00,2.95,14048.0,United Kingdom,1,-23.6,3,Monday,13,1.0
C545866,21424,WOODLAND STORAGE BOX LARGE ,-1,2011-03-07 14:27:00,2.95,17841.0,United Kingdom,1,-2.95,3,Monday,14,0.9999999822568834
C545866,21426,WOODLAND STORAGE BOX SMALL,-2,2011-03-07 14:27:00,2.1,17841.0,United Kingdom,1,-4.2,3,Monday,14,0.9999999999919171
C545866,21427,SKULLS STORAGE BOX SMALL,-1,2011-03-07 14:27:00,2.1,17841.0,United Kingdom,1,-2.1,3,Monday,14,0.9999978206639857
C545867,21424,WOODLAND STORAGE BOX LARGE ,-1,2011-03-07 14:29:00,2.95,17841.0,United Kingdom,1,-2.95,3,Monday,14,0.9999999822568834
C545885,22667,RECIPE BOX RETROSPOT ,-1,2011-03-07 15:52:00,2.95,15827.0,United Kingdom,1,-2.95,3,Monday,15,0.9999999791292236
C545885,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-03-07 15:52:00,4.95,15827.0,United Kingdom,1,-4.95,3,Monday,15,0.9999999999997466
C545891,M,Manual,-1,2011-03-07 16:40:00,16.05,12754.0,Japan,1,-16.05,3,Monday,16,1.0
C545892,M,Manual,-1,2011-03-07 16:41:00,17.55,12755.0,Japan,1,-17.55,3,Monday,16,1.0
C545903,21931,JUMBO STORAGE BAG SUKI,-1,2011-03-08 08:34:00,1.95,13345.0,United Kingdom,1,-1.95,3,Tuesday,8,0.9999980770355793
C545903,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-03-08 08:34:00,9.95,13345.0,United Kingdom,1,-9.95,3,Tuesday,8,1.0
C545997,21156,RETROSPOT CHILDRENS APRON,-6,2011-03-08 14:35:00,1.95,12679.0,France,1,-11.7,3,Tuesday,14,1.0
C545997,22367,CHILDRENS APRON SPACEBOY DESIGN,-8,2011-03-08 14:35:00,1.95,12679.0,France,1,-15.6,3,Tuesday,14,1.0
C545997,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-03-08 14:35:00,9.95,12679.0,France,1,-9.95,3,Tuesday,14,1.0
C546022,23187,FRENCH STYLE STORAGE JAR BONBONS,-6,2011-03-08 17:28:00,1.25,14507.0,United Kingdom,1,-7.5,3,Tuesday,17,1.0
C546022,23186,FRENCH STYLE STORAGE JAR CAFE ,-6,2011-03-08 17:28:00,1.25,14507.0,United Kingdom,1,-7.5,3,Tuesday,17,1.0
C546080,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-09 11:18:00,12.75,15078.0,United Kingdom,1,-12.75,3,Wednesday,11,1.0
C546081,85116,BLACK CANDELABRA T-LIGHT HOLDER,-6,2011-03-09 11:23:00,2.1,15974.0,United Kingdom,1,-12.6,3,Wednesday,11,1.0
C546106,D,Discount,-1,2011-03-09 12:21:00,9.87,14527.0,United Kingdom,1,-9.87,3,Wednesday,12,1.0
C546125,22697,GREEN REGENCY TEACUP AND SAUCER,-6,2011-03-09 14:52:00,2.95,16316.0,United Kingdom,1,-17.700000000000003,3,Wednesday,14,1.0
C546128,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-03-09 15:05:00,3.75,15622.0,United Kingdom,1,-3.75,3,Wednesday,15,0.9999999997745017
C546128,22842,BISCUIT TIN VINTAGE RED,-1,2011-03-09 15:05:00,6.75,15622.0,United Kingdom,1,-6.75,3,Wednesday,15,1.0
C546128,22840,ROUND CAKE TIN VINTAGE RED,-1,2011-03-09 15:05:00,7.95,15622.0,United Kingdom,1,-7.95,3,Wednesday,15,1.0
C546131,22978,PANTRY ROLLING PIN,-6,2011-03-09 15:08:00,3.75,16057.0,United Kingdom,1,-22.5,3,Wednesday,15,1.0
C546131,22841,ROUND CAKE TIN VINTAGE GREEN,-1,2011-03-09 15:08:00,7.95,16057.0,United Kingdom,1,-7.95,3,Wednesday,15,1.0
C546131,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-03-09 15:08:00,4.95,16057.0,United Kingdom,1,-4.95,3,Wednesday,15,0.9999999999997466
C546131,22072,RED RETROSPOT TEA CUP AND SAUCER ,-1,2011-03-09 15:08:00,3.75,16057.0,United Kingdom,1,-3.75,3,Wednesday,15,0.9999999997745017
C546131,21539,RED RETROSPOT BUTTER DISH,-1,2011-03-09 15:08:00,4.95,16057.0,United Kingdom,1,-4.95,3,Wednesday,15,0.9999999999997466
C546131,21531,RED RETROSPOT SUGAR JAM BOWL,-1,2011-03-09 15:08:00,2.55,16057.0,United Kingdom,1,-2.55,3,Wednesday,15,0.9999997992126796
C546131,21218,RED SPOTTY BISCUIT TIN,-1,2011-03-09 15:08:00,3.75,16057.0,United Kingdom,1,-3.75,3,Wednesday,15,0.9999999997745017
C546131,22776,SWEETHEART CAKESTAND 3 TIER,-1,2011-03-09 15:08:00,9.95,16057.0,United Kingdom,1,-9.95,3,Wednesday,15,1.0
C546162,85178,VICTORIAN SEWING KIT,-144,2011-03-10 09:53:00,1.25,17404.0,Sweden,1,-180.0,3,Thursday,9,1.0
C546167,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-2,2011-03-10 10:13:00,7.95,15611.0,United Kingdom,1,-15.9,3,Thursday,10,1.0
C546168,47567B,TEA TIME KITCHEN APRON,-3,2011-03-10 10:22:00,5.95,16670.0,United Kingdom,1,-17.85,3,Thursday,10,1.0
C546168,22892,SET OF SALT AND PEPPER TOADSTOOLS,-12,2011-03-10 10:22:00,1.25,16670.0,United Kingdom,1,-15.0,3,Thursday,10,1.0
C546170,21713,CITRONELLA CANDLE FLOWERPOT,-5,2011-03-10 10:29:00,1.85,15034.0,United Kingdom,1,-9.25,3,Thursday,10,1.0
C546173,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-1,2011-03-10 10:34:00,1.65,14227.0,United Kingdom,1,-1.65,3,Thursday,10,0.9999854661225761
C546173,21231,SWEETHEART CERAMIC TRINKET BOX,-1,2011-03-10 10:34:00,1.25,14227.0,United Kingdom,1,-1.25,3,Thursday,10,0.9998601943128551
C546174,22791,T-LIGHT GLASS FLUTED ANTIQUE,-3,2011-03-10 10:38:00,1.06,13094.0,United Kingdom,1,-3.18,3,Thursday,10,0.9999999999842606
C546191,47566B,TEA TIME PARTY BUNTING,-35,2011-03-10 10:57:00,0.7,16422.0,United Kingdom,1,-24.5,3,Thursday,10,1.0
C546203,22915,ASSORTED BOTTLE TOP  MAGNETS ,-12,2011-03-10 11:13:00,0.42,16839.0,United Kingdom,1,-5.04,3,Thursday,11,1.0
C546203,POST,POSTAGE,-1,2011-03-10 11:13:00,4.5,16839.0,United Kingdom,1,-4.5,3,Thursday,11,0.9999999999983111
C546204,POST,POSTAGE,-1,2011-03-10 11:13:00,1.72,13599.0,United Kingdom,1,-1.72,3,Thursday,11,0.99998849644946
C546204,23006,TRAVEL CARD WALLET FLOWER MEADOW,-24,2011-03-10 11:13:00,0.42,13599.0,United Kingdom,1,-10.08,3,Thursday,11,1.0
C546205,POST,POSTAGE,-1,2011-03-10 11:14:00,2.84,18223.0,United Kingdom,1,-2.84,3,Thursday,11,0.9999999796818959
C546206,21231,SWEETHEART CERAMIC TRINKET BOX,-1,2011-03-10 11:15:00,1.25,13014.0,United Kingdom,1,-1.25,3,Thursday,11,0.9998355541801371
C546206,22064,PINK DOUGHNUT TRINKET POT ,-1,2011-03-10 11:15:00,1.65,13014.0,United Kingdom,1,-1.65,3,Thursday,11,0.9999829042135928
C546207,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-10 11:17:00,12.75,14211.0,United Kingdom,1,-12.75,3,Thursday,11,1.0
C546207,22381,TOY TIDY PINK POLKADOT,-2,2011-03-10 11:17:00,2.1,14211.0,United Kingdom,1,-4.2,3,Thursday,11,0.9999999999950338
C546207,22302,COFFEE MUG PEARS  DESIGN,-1,2011-03-10 11:17:00,2.55,14211.0,United Kingdom,1,-2.55,3,Thursday,11,0.999999895117866
C546208,21318,GLASS CHALICE BLUE SMALL ,-6,2011-03-10 11:19:00,1.65,12417.0,Belgium,1,-9.9,3,Thursday,11,1.0
C546208,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,2011-03-10 11:19:00,8.5,12417.0,Belgium,1,-8.5,3,Thursday,11,1.0
C546209,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-2,2011-03-10 11:31:00,4.4,15596.0,United Kingdom,1,-8.8,3,Thursday,11,1.0
C546209,22667,RECIPE BOX RETROSPOT ,-6,2011-03-10 11:31:00,2.95,15596.0,United Kingdom,1,-17.700000000000003,3,Thursday,11,1.0
C546210,22355,CHARLOTTE BAG SUKI DESIGN,-1,2011-03-10 11:31:00,0.85,14713.0,United Kingdom,1,-0.85,3,Thursday,11,0.9984201881379197
C546210,21272,SALLE DE BAIN HOOK,-1,2011-03-10 11:31:00,1.25,14713.0,United Kingdom,1,-1.25,3,Thursday,11,0.9998355541801371
C546211,22962,JAM JAR WITH PINK LID,-3,2011-03-10 11:32:00,0.85,15358.0,United Kingdom,1,-2.55,3,Thursday,11,0.999999999698364
C546214,22499,WOODEN UNION JACK BUNTING,-1,2011-03-10 11:45:00,5.95,15724.0,United Kingdom,1,-5.95,3,Thursday,11,0.9999999999999996
C546217,23004,TRAVEL CARD WALLET PANTRY,-24,2011-03-10 12:04:00,0.42,14057.0,United Kingdom,1,-10.08,3,Thursday,12,1.0
C546217,22995,TRAVEL CARD WALLET SUKI,-24,2011-03-10 12:04:00,0.42,14057.0,United Kingdom,1,-10.08,3,Thursday,12,1.0
C546217,23006,TRAVEL CARD WALLET FLOWER MEADOW,-24,2011-03-10 12:04:00,0.42,14057.0,United Kingdom,1,-10.08,3,Thursday,12,1.0
C546217,23002,TRAVEL CARD WALLET SKULLS,-24,2011-03-10 12:04:00,0.42,14057.0,United Kingdom,1,-10.08,3,Thursday,12,1.0
C546217,23000,TRAVEL CARD WALLET TRANSPORT,-24,2011-03-10 12:04:00,0.42,14057.0,United Kingdom,1,-10.08,3,Thursday,12,1.0
C546217,22994,TRAVEL CARD WALLET RETROSPOT,-24,2011-03-10 12:04:00,0.42,14057.0,United Kingdom,1,-10.08,3,Thursday,12,1.0
C546217,22997,TRAVEL CARD WALLET UNION JACK,-24,2011-03-10 12:04:00,0.42,14057.0,United Kingdom,1,-10.08,3,Thursday,12,1.0
C546234,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,-6,2011-03-10 12:31:00,2.95,13599.0,United Kingdom,1,-17.700000000000003,3,Thursday,12,1.0
C546238,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-03-10 12:58:00,3.75,13767.0,United Kingdom,1,-3.75,3,Thursday,12,0.9999999998614466
C546241,21899,"KEY FOB , GARAGE DESIGN",-18,2011-03-10 13:04:00,0.65,14903.0,United Kingdom,1,-11.7,3,Thursday,13,1.0
C546256,20674,GREEN POLKADOT BOWL,-6,2011-03-10 14:56:00,1.25,15738.0,United Kingdom,1,-7.5,3,Thursday,14,1.0
